YEAR_PRD,MONTH_PRD,SOURCE,PLANT,QTY
2001,APR,Import,Yadana,447
2001,APR,Import,Yetakun,131
2001,AUG,Domestic Production,Bongkot,637
2001,AUG,Domestic Production,Erawan,775
2001,AUG,Domestic Production,Nam phong,60
2001,AUG,Domestic Production,Oths.,0
2001,AUG,Domestic Production,Pailin,220
2001,AUG,Domestic Production,Sirikit,55
2001,AUG,Domestic Production,Tan tawan,147
2001,AUG,Import,Yadana,417
2001,AUG,Import,Yetakun,130
2001,DEC,Domestic Production,Bongkot,527
2001,DEC,Domestic Production,Erawan,749
2001,DEC,Domestic Production,Nam phong,62
2001,DEC,Domestic Production,Pailin,123
2001,DEC,Domestic Production,Sirikit,58
2001,DEC,Domestic Production,Tan tawan,184
2001,DEC,Import,Yadana,330
2001,DEC,Import,Yetakun,119
2001,FEB,Domestic Production,Bongkot,585
2001,FEB,Domestic Production,Erawan,719
2001,FEB,Domestic Production,Nam phong,60
2001,FEB,Domestic Production,Pailin,232
2001,FEB,Domestic Production,Sirikit,59
2001,FEB,Domestic Production,Tan tawan,153
2001,FEB,Import,Yadana,369
2001,FEB,Import,Yetakun,108
2001,JAN,Domestic Production,Bongkot,547
2001,JAN,Domestic Production,Erawan,697
2001,JAN,Domestic Production,Nam phong,60
2001,JAN,Domestic Production,Pailin,231
2001,JAN,Domestic Production,Sirikit,59
2001,JAN,Domestic Production,Tan tawan,147
2001,JAN,Import,Yadana,359
2001,JAN,Import,Yetakun,106
2001,JUL,Domestic Production,Bongkot,526
2001,JUL,Domestic Production,Erawan,920
2001,JUL,Domestic Production,Nam phong,59
2001,JUL,Domestic Production,Oths.,0
2001,JUL,Domestic Production,Pailin,244
2001,JUL,Domestic Production,Sirikit,59
2001,JUL,Domestic Production,Tan tawan,188
2001,JUL,Import,Yadana,388
2001,JUL,Import,Yetakun,121
2001,JUN,Domestic Production,Bongkot,609
2001,JUN,Domestic Production,Erawan,938
2001,JUN,Domestic Production,Nam phong,57
2001,JUN,Domestic Production,Oths.,0
2001,JUN,Domestic Production,Pailin,254
2001,JUN,Domestic Production,Sirikit,56
2001,JUN,Domestic Production,Tan tawan,164
2001,JUN,Import,Yadana,344
2001,JUN,Import,Yetakun,109
2001,MAR,Domestic Production,Bongkot,611
2001,MAR,Domestic Production,Erawan,807
2001,MAR,Domestic Production,Nam phong,61
2001,MAR,Domestic Production,Pailin,247
2001,MAR,Domestic Production,Sirikit,59
2001,MAR,Domestic Production,Tan tawan,158
2001,MAR,Import,Yadana,371
2001,MAR,Import,Yetakun,109
2001,MAY,Domestic Production,Bongkot,582
2001,MAY,Domestic Production,Erawan,922
2001,MAY,Domestic Production,Nam phong,60
2001,MAY,Domestic Production,Oths.,0
2001,MAY,Domestic Production,Pailin,259
2001,MAY,Domestic Production,Sirikit,56
2001,MAY,Domestic Production,Tan tawan,186
2001,MAY,Import,Yadana,354
2001,MAY,Import,Yetakun,109
2001,NOV,Domestic Production,Bongkot,598
2001,NOV,Domestic Production,Erawan,752
2001,NOV,Domestic Production,Nam phong,62
2001,NOV,Domestic Production,Pailin,146
2001,NOV,Domestic Production,Sirikit,56
2001,NOV,Domestic Production,Tan tawan,213
2001,NOV,Import,Yadana,330
2001,NOV,Import,Yetakun,121
2001,OCT,Domestic Production,Bongkot,616
2001,OCT,Domestic Production,Erawan,832
2001,OCT,Domestic Production,Nam phong,61
2001,OCT,Domestic Production,Pailin,142
2001,OCT,Domestic Production,Sirikit,59
2001,OCT,Domestic Production,Tan tawan,177
2001,OCT,Import,Yadana,399
2001,OCT,Import,Yetakun,129
2001,SEP,Domestic Production,Bongkot,649
2001,SEP,Domestic Production,Erawan,765
2001,SEP,Domestic Production,Nam phong,61
2001,SEP,Domestic Production,Oths.,0
2001,SEP,Domestic Production,Pailin,196
2001,SEP,Domestic Production,Sirikit,58
2001,SEP,Domestic Production,Tan tawan,162
2001,SEP,Import,Yadana,423
2001,SEP,Import,Yetakun,132
2002,APR,Domestic Production,Bongkot,612
2002,APR,Domestic Production,Erawan,864
2002,APR,Domestic Production,Nam phong,61
2002,APR,Domestic Production,Pailin,245
2002,APR,Domestic Production,Sirikit,58
2002,APR,Domestic Production,Tan tawan,200
2002,APR,Import,Yadana,373
2002,APR,Import,Yetakun,125
2002,AUG,Domestic Production,Bongkot,628
2002,AUG,Domestic Production,Erawan,754
2002,AUG,Domestic Production,Nam phong,59
2002,AUG,Domestic Production,Pailin,411
2002,AUG,Domestic Production,Sirikit,57
2002,AUG,Domestic Production,Tan tawan,208
2002,AUG,Import,Yadana,455
2002,AUG,Import,Yetakun,185
2002,DEC,Domestic Production,Bongkot,384
2002,DEC,Domestic Production,Erawan,834
2002,DEC,Domestic Production,Nam phong,55
2002,DEC,Domestic Production,Pailin,271
2002,DEC,Domestic Production,Sirikit,56
2002,DEC,Domestic Production,Tan tawan,213
2002,DEC,Import,Yadana,376
2002,DEC,Import,Yetakun,271
2002,FEB,Domestic Production,Bongkot,553
2002,FEB,Domestic Production,Erawan,837
2002,FEB,Domestic Production,Nam phong,61
2002,FEB,Domestic Production,Oths.,0
2002,FEB,Domestic Production,Pailin,219
2002,FEB,Domestic Production,Sirikit,62
2002,FEB,Domestic Production,Tan tawan,184
2002,FEB,Import,Yadana,412
2002,FEB,Import,Yetakun,161
2002,JAN,Domestic Production,Bongkot,551
2002,JAN,Domestic Production,Erawan,734
2002,JAN,Domestic Production,Nam phong,61
2002,JAN,Domestic Production,Oths.,0
2002,JAN,Domestic Production,Pailin,180
2002,JAN,Domestic Production,Sirikit,55
2002,JAN,Domestic Production,Tan tawan,184
2002,JAN,Import,Yadana,352
2002,JAN,Import,Yetakun,134
2002,JUL,Domestic Production,Bongkot,582
2002,JUL,Domestic Production,Erawan,753
2002,JUL,Domestic Production,Nam phong,56
2002,JUL,Domestic Production,Pailin,427
2002,JUL,Domestic Production,Sirikit,56
2002,JUL,Domestic Production,Tan tawan,221
2002,JUL,Import,Yadana,495
2002,JUL,Import,Yetakun,201
2002,JUN,Domestic Production,Bongkot,617
2002,JUN,Domestic Production,Erawan,870
2002,JUN,Domestic Production,Nam phong,57
2002,JUN,Domestic Production,Pailin,269
2002,JUN,Domestic Production,Sirikit,54
2002,JUN,Domestic Production,Tan tawan,203
2002,JUN,Import,Yadana,494
2002,JUN,Import,Yetakun,199
2002,MAR,Domestic Production,Bongkot,646
2002,MAR,Domestic Production,Erawan,878
2002,MAR,Domestic Production,Nam phong,61
2002,MAR,Domestic Production,Pailin,231
2002,MAR,Domestic Production,Sirikit,57
2002,MAR,Domestic Production,Tan tawan,195
2002,MAR,Import,Yadana,408
2002,MAR,Import,Yetakun,147
2002,MAY,Domestic Production,Bongkot,605
2002,MAY,Domestic Production,Erawan,864
2002,MAY,Domestic Production,Nam phong,59
2002,MAY,Domestic Production,Pailin,252
2002,MAY,Domestic Production,Sirikit,56
2002,MAY,Domestic Production,Tan tawan,210
2002,MAY,Import,Yadana,477
2002,MAY,Import,Yetakun,187
2002,NOV,Domestic Production,Bongkot,489
2002,NOV,Domestic Production,Erawan,749
2002,NOV,Domestic Production,Nam phong,56
2002,NOV,Domestic Production,Pailin,285
2002,NOV,Domestic Production,Sirikit,55
2002,NOV,Domestic Production,Tan tawan,196
2002,NOV,Import,Yadana,401
2002,NOV,Import,Yetakun,286
2002,OCT,Domestic Production,Bongkot,546
2002,OCT,Domestic Production,Erawan,780
2002,OCT,Domestic Production,Nam phong,57
2002,OCT,Domestic Production,Pailin,360
2002,OCT,Domestic Production,Sirikit,56
2002,OCT,Domestic Production,Tan tawan,192
2002,OCT,Import,Yadana,384
2002,OCT,Import,Yetakun,271
2002,SEP,Domestic Production,Bongkot,581
2002,SEP,Domestic Production,Erawan,767
2002,SEP,Domestic Production,Nam phong,58
2002,SEP,Domestic Production,Oths.,0
2002,SEP,Domestic Production,Pailin,418
2002,SEP,Domestic Production,Sirikit,56
2002,SEP,Domestic Production,Tan tawan,197
2002,SEP,Import,Yadana,384
2002,SEP,Import,Yetakun,220
2003,APR,Domestic Production,Bongkot,449
2003,APR,Domestic Production,Erawan,848
2003,APR,Domestic Production,Nam phong,55
2003,APR,Domestic Production,Pailin,417
2003,APR,Domestic Production,Sirikit,57
2003,APR,Domestic Production,Tan tawan,236
2003,APR,Import,Yadana,457
2003,APR,Import,Yetakun,302
2003,AUG,Domestic Production,Bongkot,565
2003,AUG,Domestic Production,Erawan,840
2003,AUG,Domestic Production,Nam phong,48
2003,AUG,Domestic Production,Oths.,0
2003,AUG,Domestic Production,Pailin,418
2003,AUG,Domestic Production,Sirikit,57
2003,AUG,Domestic Production,Tan tawan,217
2003,AUG,Import,Yadana,426
2003,AUG,Import,Yetakun,277
2003,DEC,Domestic Production,Bongkot,560
2003,DEC,Domestic Production,Erawan,813
2003,DEC,Domestic Production,Nam phong,47
2003,DEC,Domestic Production,Pailin,374
2003,DEC,Domestic Production,Sirikit,53
2003,DEC,Domestic Production,Tan tawan,214
2003,DEC,Import,Yadana,291
2003,DEC,Import,Yetakun,193
2003,FEB,Domestic Production,Bongkot,422
2003,FEB,Domestic Production,Erawan,827
2003,FEB,Domestic Production,Nam phong,53
2003,FEB,Domestic Production,Pailin,409
2003,FEB,Domestic Production,Sirikit,56
2003,FEB,Domestic Production,Tan tawan,230
2003,FEB,Import,Yadana,358
2003,FEB,Import,Yetakun,250
2003,JAN,Domestic Production,Bongkot,424
2003,JAN,Domestic Production,Erawan,757
2003,JAN,Domestic Production,Nam phong,52
2003,JAN,Domestic Production,Pailin,343
2003,JAN,Domestic Production,Sirikit,56
2003,JAN,Domestic Production,Tan tawan,224
2003,JAN,Import,Yadana,364
2003,JAN,Import,Yetakun,257
2003,JUL,Domestic Production,Bongkot,579
2003,JUL,Domestic Production,Erawan,877
2003,JUL,Domestic Production,Nam phong,49
2003,JUL,Domestic Production,Oths.,0
2003,JUL,Domestic Production,Pailin,381
2003,JUL,Domestic Production,Sirikit,56
2003,JUL,Domestic Production,Tan tawan,210
2003,JUL,Import,Yadana,442
2003,JUL,Import,Yetakun,297
2003,JUN,Domestic Production,Bongkot,508
2003,JUN,Domestic Production,Erawan,870
2003,JUN,Domestic Production,Nam phong,50
2003,JUN,Domestic Production,Oths.,0
2003,JUN,Domestic Production,Pailin,410
2003,JUN,Domestic Production,Sirikit,56
2003,JUN,Domestic Production,Tan tawan,233
2003,JUN,Import,Yadana,413
2003,JUN,Import,Yetakun,291
2003,MAR,Domestic Production,Bongkot,426
2003,MAR,Domestic Production,Erawan,843
2003,MAR,Domestic Production,Nam phong,52
2003,MAR,Domestic Production,Oths.,0
2003,MAR,Domestic Production,Pailin,461
2003,MAR,Domestic Production,Sirikit,39
2003,MAR,Domestic Production,Tan tawan,235
2003,MAR,Import,Yadana,433
2003,MAR,Import,Yetakun,291
2003,MAY,Domestic Production,Bongkot,513
2003,MAY,Domestic Production,Erawan,820
2003,MAY,Domestic Production,Nam phong,53
2003,MAY,Domestic Production,Pailin,415
2003,MAY,Domestic Production,Sirikit,57
2003,MAY,Domestic Production,Tan tawan,238
2003,MAY,Import,Yadana,444
2003,MAY,Import,Yetakun,296
2003,NOV,Domestic Production,Bongkot,560
2003,NOV,Domestic Production,Erawan,811
2003,NOV,Domestic Production,Nam phong,46
2003,NOV,Domestic Production,Pailin,396
2003,NOV,Domestic Production,Sirikit,53
2003,NOV,Domestic Production,Tan tawan,222
2003,NOV,Import,Yadana,400
2003,NOV,Import,Yetakun,263
2003,OCT,Domestic Production,Bongkot,581
2003,OCT,Domestic Production,Erawan,813
2003,OCT,Domestic Production,Nam phong,47
2003,OCT,Domestic Production,Pailin,418
2003,OCT,Domestic Production,Sirikit,57
2003,OCT,Domestic Production,Tan tawan,222
2003,OCT,Import,Yadana,459
2003,OCT,Import,Yetakun,300
2003,SEP,Domestic Production,Bongkot,601
2003,SEP,Domestic Production,Erawan,789
2003,SEP,Domestic Production,Nam phong,47
2003,SEP,Domestic Production,Pailin,428
2003,SEP,Domestic Production,Sirikit,58
2003,SEP,Domestic Production,Tan tawan,221
2003,SEP,Import,Yadana,435
2003,SEP,Import,Yetakun,284
2004,APR,Domestic Production,Bongkot,508
2004,APR,Domestic Production,Erawan,842
2004,APR,Domestic Production,Nam phong,33
2004,APR,Domestic Production,Pailin,420
2004,APR,Domestic Production,Sirikit,52
2004,APR,Domestic Production,Tan tawan,236
2004,APR,Import,Yadana,467
2004,APR,Import,Yetakun,303
2004,AUG,Domestic Production,Bongkot,599
2004,AUG,Domestic Production,Erawan,892
2004,AUG,Domestic Production,Nam phong,32
2004,AUG,Domestic Production,Pailin,414
2004,AUG,Domestic Production,Sirikit,52
2004,AUG,Domestic Production,Tan tawan,203
2004,AUG,Import,Yadana,462
2004,AUG,Import,Yetakun,300
2004,DEC,Domestic Production,Bongkot,591
2004,DEC,Domestic Production,Erawan,821
2004,DEC,Domestic Production,Nam phong,34
2004,DEC,Domestic Production,Pailin,396
2004,DEC,Domestic Production,Sirikit,57
2004,DEC,Domestic Production,Tan tawan,189
2004,DEC,Import,Yadana,438
2004,DEC,Import,Yetakun,290
2004,FEB,Domestic Production,Bongkot,566
2004,FEB,Domestic Production,Erawan,815
2004,FEB,Domestic Production,Nam phong,41
2004,FEB,Domestic Production,Pailin,381
2004,FEB,Domestic Production,Sirikit,47
2004,FEB,Domestic Production,Tan tawan,166
2004,FEB,Import,Yadana,339
2004,FEB,Import,Yetakun,230
2004,JAN,Domestic Production,Bongkot,586
2004,JAN,Domestic Production,Erawan,839
2004,JAN,Domestic Production,Nam phong,46
2004,JAN,Domestic Production,Pailin,409
2004,JAN,Domestic Production,Sirikit,53
2004,JAN,Domestic Production,Tan tawan,127
2004,JAN,Import,Yadana,272
2004,JAN,Import,Yetakun,187
2004,JUL,Domestic Production,Bongkot,603
2004,JUL,Domestic Production,Erawan,830
2004,JUL,Domestic Production,Nam phong,34
2004,JUL,Domestic Production,Pailin,418
2004,JUL,Domestic Production,Sirikit,57
2004,JUL,Domestic Production,Tan tawan,228
2004,JUL,Import,Yadana,467
2004,JUL,Import,Yetakun,305
2004,JUN,Domestic Production,Bongkot,604
2004,JUN,Domestic Production,Erawan,821
2004,JUN,Domestic Production,Nam phong,32
2004,JUN,Domestic Production,Pailin,407
2004,JUN,Domestic Production,Sirikit,55
2004,JUN,Domestic Production,Tan tawan,235
2004,JUN,Import,Yadana,458
2004,JUN,Import,Yetakun,303
2004,MAR,Domestic Production,Bongkot,592
2004,MAR,Domestic Production,Erawan,800
2004,MAR,Domestic Production,Nam phong,32
2004,MAR,Domestic Production,Pailin,423
2004,MAR,Domestic Production,Sirikit,52
2004,MAR,Domestic Production,Tan tawan,245
2004,MAR,Import,Yadana,467
2004,MAR,Import,Yetakun,304
2004,MAY,Domestic Production,Bongkot,615
2004,MAY,Domestic Production,Erawan,823
2004,MAY,Domestic Production,Nam phong,33
2004,MAY,Domestic Production,Pailin,402
2004,MAY,Domestic Production,Sirikit,56
2004,MAY,Domestic Production,Tan tawan,226
2004,MAY,Import,Yadana,459
2004,MAY,Import,Yetakun,299
2004,NOV,Domestic Production,Bongkot,624
2004,NOV,Domestic Production,Erawan,884
2004,NOV,Domestic Production,Nam phong,34
2004,NOV,Domestic Production,Pailin,417
2004,NOV,Domestic Production,Sirikit,52
2004,NOV,Domestic Production,Tan tawan,229
2004,NOV,Import,Yadana,486
2004,NOV,Import,Yetakun,315
2004,OCT,Domestic Production,Bongkot,643
2004,OCT,Domestic Production,Erawan,936
2004,OCT,Domestic Production,Nam phong,34
2004,OCT,Domestic Production,Pailin,442
2004,OCT,Domestic Production,Sirikit,58
2004,OCT,Domestic Production,Tan tawan,211
2004,OCT,Import,Yadana,479
2004,OCT,Import,Yetakun,309
2004,SEP,Domestic Production,Bongkot,632
2004,SEP,Domestic Production,Erawan,892
2004,SEP,Domestic Production,Nam phong,34
2004,SEP,Domestic Production,Pailin,418
2004,SEP,Domestic Production,Sirikit,55
2004,SEP,Domestic Production,Tan tawan,225
2004,SEP,Import,Yadana,467
2004,SEP,Import,Yetakun,302
2005,APR,Domestic Production,Bongkot,342
2005,APR,Domestic Production,Erawan,976
2005,APR,Domestic Production,Nam phong,33
2005,APR,Domestic Production,Pailin,437
2005,APR,Domestic Production,Sirikit,54
2005,APR,Domestic Production,Tan tawan,228
2005,APR,Import,Yadana,450
2005,APR,Import,Yetakun,446
2005,AUG,Domestic Production,Bongkot,653
2005,AUG,Domestic Production,Erawan,933
2005,AUG,Domestic Production,Nam phong,33
2005,AUG,Domestic Production,Pailin,453
2005,AUG,Domestic Production,Sirikit,57
2005,AUG,Domestic Production,Tan tawan,266
2005,AUG,Import,Yadana,437
2005,AUG,Import,Yetakun,434
2005,DEC,Domestic Production,Bongkot,554
2005,DEC,Domestic Production,Erawan,918
2005,DEC,Domestic Production,Nam phong,33
2005,DEC,Domestic Production,Pailin,450
2005,DEC,Domestic Production,Sirikit,54
2005,DEC,Domestic Production,Tan tawan,231
2005,DEC,Import,Yadana,362
2005,DEC,Import,Yetakun,355
2005,FEB,Domestic Production,Bongkot,648
2005,FEB,Domestic Production,Erawan,915
2005,FEB,Domestic Production,Nam phong,33
2005,FEB,Domestic Production,Pailin,441
2005,FEB,Domestic Production,Sirikit,58
2005,FEB,Domestic Production,Tan tawan,183
2005,FEB,Import,Yadana,449
2005,FEB,Import,Yetakun,441
2005,JAN,Domestic Production,Bongkot,620
2005,JAN,Domestic Production,Erawan,874
2005,JAN,Domestic Production,Nam phong,34
2005,JAN,Domestic Production,Pailin,421
2005,JAN,Domestic Production,Sirikit,62
2005,JAN,Domestic Production,Tan tawan,183
2005,JAN,Import,Yadana,394
2005,JAN,Import,Yetakun,387
2005,JUL,Domestic Production,Bongkot,654
2005,JUL,Domestic Production,Erawan,922
2005,JUL,Domestic Production,Nam phong,34
2005,JUL,Domestic Production,Pailin,425
2005,JUL,Domestic Production,Sirikit,82
2005,JUL,Domestic Production,Tan tawan,259
2005,JUL,Import,Yadana,429
2005,JUL,Import,Yetakun,425
2005,JUN,Domestic Production,Bongkot,652
2005,JUN,Domestic Production,Erawan,927
2005,JUN,Domestic Production,Nam phong,33
2005,JUN,Domestic Production,Pailin,453
2005,JUN,Domestic Production,Sirikit,82
2005,JUN,Domestic Production,Tan tawan,250
2005,JUN,Import,Yadana,462
2005,JUN,Import,Yetakun,457
2005,MAR,Domestic Production,Bongkot,649
2005,MAR,Domestic Production,Erawan,943
2005,MAR,Domestic Production,Nam phong,34
2005,MAR,Domestic Production,Pailin,436
2005,MAR,Domestic Production,Sirikit,57
2005,MAR,Domestic Production,Tan tawan,204
2005,MAR,Import,Yadana,444
2005,MAR,Import,Yetakun,438
2005,MAY,Domestic Production,Bongkot,636
2005,MAY,Domestic Production,Erawan,908
2005,MAY,Domestic Production,Nam phong,33
2005,MAY,Domestic Production,Pailin,436
2005,MAY,Domestic Production,Sirikit,51
2005,MAY,Domestic Production,Tan tawan,239
2005,MAY,Import,Yadana,457
2005,MAY,Import,Yetakun,453
2005,NOV,Domestic Production,Bongkot,601
2005,NOV,Domestic Production,Erawan,969
2005,NOV,Domestic Production,Nam phong,33
2005,NOV,Domestic Production,Pailin,416
2005,NOV,Domestic Production,Sirikit,54
2005,NOV,Domestic Production,Tan tawan,254
2005,NOV,Import,Yadana,431
2005,NOV,Import,Yetakun,427
2005,OCT,Domestic Production,Bongkot,604
2005,OCT,Domestic Production,Erawan,914
2005,OCT,Domestic Production,Nam phong,33
2005,OCT,Domestic Production,Pailin,394
2005,OCT,Domestic Production,Sirikit,54
2005,OCT,Domestic Production,Tan tawan,237
2005,OCT,Import,Yadana,439
2005,OCT,Import,Yetakun,435
2005,SEP,Domestic Production,Bongkot,650
2005,SEP,Domestic Production,Erawan,907
2005,SEP,Domestic Production,Nam phong,33
2005,SEP,Domestic Production,Pailin,459
2005,SEP,Domestic Production,Sirikit,54
2005,SEP,Domestic Production,Tan tawan,260
2005,SEP,Import,Yadana,420
2005,SEP,Import,Yetakun,417
2006,APR,Domestic Production,Bongkot,569
2006,APR,Domestic Production,Erawan,963
2006,APR,Domestic Production,Nam phong,32
2006,APR,Domestic Production,Pailin,470
2006,APR,Domestic Production,Sirikit,52
2006,APR,Domestic Production,Tan tawan,223
2006,APR,Import,Yadana,455
2006,APR,Import,Yetakun,386
2006,AUG,Domestic Production,Bongkot,603
2006,AUG,Domestic Production,Erawan,1017
2006,AUG,Domestic Production,Nam phong,31
2006,AUG,Domestic Production,Pailin,445
2006,AUG,Domestic Production,Sirikit,51
2006,AUG,Domestic Production,Tan tawan,195
2006,AUG,Import,Yadana,484
2006,AUG,Import,Yetakun,441
2006,DEC,Domestic Production,Bongkot,581
2006,DEC,Domestic Production,Erawan,946
2006,DEC,Domestic Production,Nam phong,27
2006,DEC,Domestic Production,Pailin,420
2006,DEC,Domestic Production,Phu horm,71
2006,DEC,Domestic Production,Sirikit,47
2006,DEC,Domestic Production,Tan tawan,200
2006,DEC,Import,Yadana,414
2006,DEC,Import,Yetakun,378
2006,FEB,Domestic Production,Bongkot,619
2006,FEB,Domestic Production,Erawan,984
2006,FEB,Domestic Production,Nam phong,32
2006,FEB,Domestic Production,Pailin,443
2006,FEB,Domestic Production,Sirikit,54
2006,FEB,Domestic Production,Tan tawan,224
2006,FEB,Import,Yadana,384
2006,FEB,Import,Yetakun,383
2006,JAN,Domestic Production,Bongkot,616
2006,JAN,Domestic Production,Erawan,959
2006,JAN,Domestic Production,Nam phong,32
2006,JAN,Domestic Production,Pailin,450
2006,JAN,Domestic Production,Sirikit,53
2006,JAN,Domestic Production,Tan tawan,235
2006,JAN,Import,Yadana,351
2006,JAN,Import,Yetakun,342
2006,JUL,Domestic Production,Bongkot,634
2006,JUL,Domestic Production,Erawan,1002
2006,JUL,Domestic Production,Nam phong,31
2006,JUL,Domestic Production,Pailin,414
2006,JUL,Domestic Production,Sirikit,52
2006,JUL,Domestic Production,Tan tawan,225
2006,JUL,Import,Yadana,460
2006,JUL,Import,Yetakun,426
2006,JUN,Domestic Production,Bongkot,698
2006,JUN,Domestic Production,Erawan,933
2006,JUN,Domestic Production,Nam phong,32
2006,JUN,Domestic Production,Pailin,440
2006,JUN,Domestic Production,Sirikit,50
2006,JUN,Domestic Production,Tan tawan,225
2006,JUN,Import,Yadana,488
2006,JUN,Import,Yetakun,452
2006,MAR,Domestic Production,Bongkot,653
2006,MAR,Domestic Production,Erawan,978
2006,MAR,Domestic Production,Nam phong,32
2006,MAR,Domestic Production,Pailin,468
2006,MAR,Domestic Production,Sirikit,53
2006,MAR,Domestic Production,Tan tawan,212
2006,MAR,Import,Yadana,474
2006,MAR,Import,Yetakun,456
2006,MAY,Domestic Production,Bongkot,629
2006,MAY,Domestic Production,Erawan,962
2006,MAY,Domestic Production,Nam phong,32
2006,MAY,Domestic Production,Pailin,452
2006,MAY,Domestic Production,Sirikit,51
2006,MAY,Domestic Production,Tan tawan,220
2006,MAY,Import,Yadana,488
2006,MAY,Import,Yetakun,455
2006,NOV,Domestic Production,Bongkot,647
2006,NOV,Domestic Production,Erawan,1027
2006,NOV,Domestic Production,Nam phong,29
2006,NOV,Domestic Production,Pailin,432
2006,NOV,Domestic Production,Sirikit,48
2006,NOV,Domestic Production,Tan tawan,223
2006,NOV,Import,Yadana,487
2006,NOV,Import,Yetakun,445
2006,OCT,Domestic Production,Bongkot,632
2006,OCT,Domestic Production,Erawan,1010
2006,OCT,Domestic Production,Nam phong,30
2006,OCT,Domestic Production,Pailin,407
2006,OCT,Domestic Production,Sirikit,43
2006,OCT,Domestic Production,Tan tawan,223
2006,OCT,Import,Yadana,457
2006,OCT,Import,Yetakun,410
2006,SEP,Domestic Production,Bongkot,644
2006,SEP,Domestic Production,Erawan,1002
2006,SEP,Domestic Production,Nam phong,29
2006,SEP,Domestic Production,Pailin,420
2006,SEP,Domestic Production,Sirikit,50
2006,SEP,Domestic Production,Tan tawan,219
2006,SEP,Import,Yadana,478
2006,SEP,Import,Yetakun,435
2007,APR,Domestic Production,Bongkot,536
2007,APR,Domestic Production,Erawan,1069
2007,APR,Domestic Production,Nam phong,28
2007,APR,Domestic Production,Pailin,475
2007,APR,Domestic Production,Phu horm,120
2007,APR,Domestic Production,Sirikit,43
2007,APR,Domestic Production,Tan tawan,216
2007,APR,Import,Yadana,448
2007,APR,Import,Yetakun,405
2007,AUG,Domestic Production,Bongkot,653
2007,AUG,Domestic Production,Erawan,1090
2007,AUG,Domestic Production,Nam phong,25
2007,AUG,Domestic Production,Pailin,493
2007,AUG,Domestic Production,Phu horm,88
2007,AUG,Domestic Production,Sirikit,46
2007,AUG,Domestic Production,Tan tawan,219
2007,AUG,Import,Yadana,470
2007,AUG,Import,Yetakun,425
2007,DEC,Domestic Production,Bongkot,599
2007,DEC,Domestic Production,Erawan,1011
2007,DEC,Domestic Production,Nam phong,24
2007,DEC,Domestic Production,Pailin,462
2007,DEC,Domestic Production,Phu horm,100
2007,DEC,Domestic Production,Sirikit,45
2007,DEC,Domestic Production,Tan tawan,214
2007,DEC,Import,Yadana,429
2007,DEC,Import,Yetakun,389
2007,FEB,Domestic Production,Bongkot,640
2007,FEB,Domestic Production,Erawan,977
2007,FEB,Domestic Production,Nam phong,29
2007,FEB,Domestic Production,Pailin,448
2007,FEB,Domestic Production,Phu horm,89
2007,FEB,Domestic Production,Sirikit,43
2007,FEB,Domestic Production,Tan tawan,175
2007,FEB,Import,Yadana,455
2007,FEB,Import,Yetakun,419
2007,JAN,Domestic Production,Bongkot,632
2007,JAN,Domestic Production,Erawan,976
2007,JAN,Domestic Production,Nam phong,29
2007,JAN,Domestic Production,Pailin,420
2007,JAN,Domestic Production,Phu horm,71
2007,JAN,Domestic Production,Sirikit,43
2007,JAN,Domestic Production,Tan tawan,198
2007,JAN,Import,Yadana,426
2007,JAN,Import,Yetakun,398
2007,JUL,Domestic Production,Bongkot,644
2007,JUL,Domestic Production,Erawan,1084
2007,JUL,Domestic Production,Nam phong,25
2007,JUL,Domestic Production,Pailin,466
2007,JUL,Domestic Production,Phu horm,106
2007,JUL,Domestic Production,Sirikit,51
2007,JUL,Domestic Production,Tan tawan,226
2007,JUL,Import,Yadana,461
2007,JUL,Import,Yetakun,429
2007,JUN,Domestic Production,Bongkot,648
2007,JUN,Domestic Production,Erawan,1123
2007,JUN,Domestic Production,Nam phong,26
2007,JUN,Domestic Production,Pailin,449
2007,JUN,Domestic Production,Phu horm,111
2007,JUN,Domestic Production,Sirikit,49
2007,JUN,Domestic Production,Tan tawan,221
2007,JUN,Import,Yadana,497
2007,JUN,Import,Yetakun,457
2007,MAR,Domestic Production,Bongkot,636
2007,MAR,Domestic Production,Erawan,1049
2007,MAR,Domestic Production,Nam phong,28
2007,MAR,Domestic Production,Pailin,465
2007,MAR,Domestic Production,Phu horm,89
2007,MAR,Domestic Production,Sirikit,40
2007,MAR,Domestic Production,Tan tawan,205
2007,MAR,Import,Yadana,500
2007,MAR,Import,Yetakun,452
2007,MAY,Domestic Production,Bongkot,650
2007,MAY,Domestic Production,Erawan,1113
2007,MAY,Domestic Production,Nam phong,27
2007,MAY,Domestic Production,Pailin,463
2007,MAY,Domestic Production,Phu horm,118
2007,MAY,Domestic Production,Sirikit,44
2007,MAY,Domestic Production,Tan tawan,218
2007,MAY,Import,Yadana,496
2007,MAY,Import,Yetakun,450
2007,NOV,Domestic Production,Bongkot,606
2007,NOV,Domestic Production,Erawan,1026
2007,NOV,Domestic Production,Nam phong,21
2007,NOV,Domestic Production,Pailin,456
2007,NOV,Domestic Production,Phu horm,83
2007,NOV,Domestic Production,Sirikit,47
2007,NOV,Domestic Production,Tan tawan,215
2007,NOV,Import,Yadana,489
2007,NOV,Import,Yetakun,449
2007,OCT,Domestic Production,Bongkot,657
